country,year,values,cofog99
Luxembourg,2006,0.1,R&D Health
Latvia,2006,0,R&D Health
Malta,2006,0,R&D Health
Netherlands,2006,0.3,R&D Health
Norway,2006,0.3,R&D Health
Poland,2006,0.1,R&D Health
Portugal,2006,0.1,R&D Health
Romania,2006,0,R&D Health
Sweden,2006,0.2,R&D Health
Slovenia,2006,0.1,R&D Health
Slovakia,2006,0,R&D Health
United Kingdom,2006,0.1,R&D Health
Austria,2005,7.4,Health
Belgium,2005,6.8,Health
Bulgaria,2005,4.9,Health
Switzerland,2005,1.8,Health
Cyprus,2005,2.8,Health
Czechia,2005,6.9,Health
Germany (until 1990 former territory of the FRG),2005,6.5,Health
Denmark,2005,7.3,Health
Euro area (11 countries),2005,6.7,Health
Euro area (12 countries),2005,6.7,Health
Euro area (13 countries),2005,6.7,Health
Euro area (15 countries),2005,6.7,Health
Euro area (16 countries),2005,6.7,Health
Euro area (17 countries),2005,6.7,Health
Euro area (18 countries),2005,6.7,Health
Euro area (19 countries),2005,6.7,Health
Estonia,2005,4.1,Health
Greece,2005,6.2,Health
Spain,2005,5.6,Health
European Union - 15 countries (1995-2004),2005,6.6,Health
European Union - 25 countries (2004-2006),2005,6.5,Health
European Union - 27 countries (2007-2013),2005,6.5,Health
European Union - 28 countries,2005,6.5,Health
Finland,2005,6.8,Health
France,2005,7.7,Health
Croatia,2005,6.3,Health
Hungary,2005,5.7,Health
Ireland,2005,6,Health
Italy,2005,6.8,Health
Lithuania,2005,4.9,Health
Luxembourg,2005,5.1,Health
Latvia,2005,4.1,Health
Malta,2005,6,Health
Netherlands,2005,5.4,Health
Norway,2005,7.2,Health
Poland,2005,4.4,Health
Portugal,2005,7.3,Health
Romania,2005,3.2,Health
Sweden,2005,6.5,Health
Slovenia,2005,6.2,Health
Slovakia,2005,6.2,Health
United Kingdom,2005,6.3,Health
Austria,2005,0.2,Public health services
Belgium,2005,0.2,Public health services
Bulgaria,2005,0.2,Public health services
Switzerland,2005,0.1,Public health services
Cyprus,2005,0,Public health services
Czechia,2005,1.1,Public health services
Germany (until 1990 former territory of the FRG),2005,0,Public health services
Denmark,2005,0.1,Public health services
Euro area (11 countries),2005,0.1,Public health services
Euro area (12 countries),2005,0.1,Public health services
Euro area (13 countries),2005,0.1,Public health services
Euro area (15 countries),2005,0.1,Public health services
Euro area (16 countries),2005,0.1,Public health services
Euro area (17 countries),2005,0.1,Public health services
Euro area (18 countries),2005,0.1,Public health services
Euro area (19 countries),2005,0.1,Public health services
Estonia,2005,0.1,Public health services
Greece,2005,0,Public health services
Spain,2005,0.1,Public health services
European Union - 15 countries (1995-2004),2005,0.1,Public health services
European Union - 25 countries (2004-2006),2005,0.1,Public health services
European Union - 27 countries (2007-2013),2005,0.1,Public health services
European Union - 28 countries,2005,0.1,Public health services
Finland,2005,0,Public health services
France,2005,0.1,Public health services
Croatia,2005,0.5,Public health services
Hungary,2005,0.3,Public health services
Ireland,2005,0.1,Public health services
Italy,2005,0.2,Public health services
Lithuania,2005,0.1,Public health services
Luxembourg,2005,0,Public health services
Latvia,2005,0.1,Public health services
Malta,2005,0.1,Public health services
Netherlands,2005,0.2,Public health services
Norway,2005,0.2,Public health services
Poland,2005,0.1,Public health services
Portugal,2005,0,Public health services
Romania,2005,0,Public health services
Sweden,2005,0.1,Public health services
Slovenia,2005,0.2,Public health services
Slovakia,2005,0,Public health services
United Kingdom,2005,0,Public health services
Austria,2005,0.4,R&D Health
Belgium,2005,0,R&D Health
Bulgaria,2005,NA,R&D Health
Switzerland,2005,0,R&D Health
Cyprus,2005,0,R&D Health
Czechia,2005,0,R&D Health
Germany (until 1990 former territory of the FRG),2005,0.1,R&D Health
Denmark,2005,0.2,R&D Health
Euro area (11 countries),2005,0.1,R&D Health
Euro area (12 countries),2005,0.1,R&D Health
Euro area (13 countries),2005,0.1,R&D Health
Euro area (15 countries),2005,0.1,R&D Health
Euro area (16 countries),2005,0.1,R&D Health
Euro area (17 countries),2005,0.1,R&D Health
Euro area (18 countries),2005,0.1,R&D Health
Euro area (19 countries),2005,0.1,R&D Health
Estonia,2005,0.1,R&D Health
Greece,2005,0,R&D Health
Spain,2005,0.2,R&D Health
European Union - 15 countries (1995-2004),2005,0.1,R&D Health
European Union - 25 countries (2004-2006),2005,0.1,R&D Health
European Union - 27 countries (2007-2013),2005,0.1,R&D Health
European Union - 28 countries,2005,0.1,R&D Health
Finland,2005,0.2,R&D Health
France,2005,0.1,R&D Health
Croatia,2005,0.2,R&D Health
Hungary,2005,0,R&D Health
Ireland,2005,0,R&D Health
Italy,2005,0.1,R&D Health
Lithuania,2005,0,R&D Health
Luxembourg,2005,0.1,R&D Health
Latvia,2005,0,R&D Health
Malta,2005,0,R&D Health
Netherlands,2005,0.3,R&D Health
Norway,2005,0.3,R&D Health
Poland,2005,0.1,R&D Health
Portugal,2005,0.1,R&D Health
Romania,2005,0,R&D Health
Sweden,2005,0.2,R&D Health
Slovenia,2005,0.1,R&D Health
Slovakia,2005,0,R&D Health
United Kingdom,2005,0.1,R&D Health
Austria,2004,7.5,Health
Belgium,2004,6.8,Health
Bulgaria,2004,5.9,Health
Switzerland,2004,1.8,Health
Cyprus,2004,2.8,Health
Czechia,2004,7.2,Health
Germany (until 1990 former territory of the FRG),2004,6.4,Health
Denmark,2004,7.2,Health
Euro area (11 countries),2004,6.6,Health
Euro area (12 countries),2004,6.6,Health
Euro area (13 countries),2004,6.6,Health
Euro area (15 countries),2004,6.6,Health
Euro area (16 countries),2004,6.5,Health
Euro area (17 countries),2004,6.5,Health
Euro area (18 countries),2004,6.5,Health
Euro area (19 countries),2004,6.5,Health
Estonia,2004,4.2,Health
Greece,2004,5.6,Health
Spain,2004,5.4,Health
European Union - 15 countries (1995-2004),2004,6.5,Health
European Union - 25 countries (2004-2006),2004,6.4,Health
European Union - 27 countries (2007-2013),2004,6.4,Health
European Union - 28 countries,2004,6.4,Health
Finland,2004,6.6,Health
France,2004,7.6,Health
Croatia,2004,7.9,Health
Hungary,2004,5.5,Health
Ireland,2004,6.5,Health
Italy,2004,6.6,Health
Lithuania,2004,4.1,Health
Luxembourg,2004,4.9,Health
Latvia,2004,3.3,Health
Malta,2004,5.7,Health
Netherlands,2004,5.4,Health
Norway,2004,7.7,Health
Poland,2004,4.2,Health
Portugal,2004,7.3,Health
Romania,2004,3.2,Health
Sweden,2004,6.5,Health
Slovenia,2004,6.3,Health
Slovakia,2004,4.9,Health
United Kingdom,2004,6.2,Health
Austria,2004,0.1,Public health services
Belgium,2004,0.2,Public health services
Bulgaria,2004,0.1,Public health services
Switzerland,2004,0.1,Public health services
Cyprus,2004,0,Public health services
Czechia,2004,1.2,Public health services
Germany (until 1990 former territory of the FRG),2004,0,Public health services
Denmark,2004,0.1,Public health services
Euro area (11 countries),2004,0.1,Public health services
Euro area (12 countries),2004,0.1,Public health services
Euro area (13 countries),2004,0.1,Public health services
Euro area (15 countries),2004,0.1,Public health services
Euro area (16 countries),2004,0.1,Public health services
Euro area (17 countries),2004,0.1,Public health services
Euro area (18 countries),2004,0.1,Public health services
Euro area (19 countries),2004,0.1,Public health services
Estonia,2004,0,Public health services
Greece,2004,0,Public health services
Spain,2004,0.1,Public health services
European Union - 15 countries (1995-2004),2004,0.1,Public health services
European Union - 25 countries (2004-2006),2004,0.1,Public health services
European Union - 27 countries (2007-2013),2004,0.1,Public health services
European Union - 28 countries,2004,0.1,Public health services
Finland,2004,0,Public health services
France,2004,0.1,Public health services
Croatia,2004,0.1,Public health services
Hungary,2004,0.3,Public health services
Ireland,2004,0.4,Public health services
Italy,2004,0.2,Public health services
Lithuania,2004,0.1,Public health services
Luxembourg,2004,0,Public health services
Latvia,2004,0.1,Public health services
Malta,2004,0.1,Public health services
Netherlands,2004,0.2,Public health services
Norway,2004,0.2,Public health services
Poland,2004,0.1,Public health services
Portugal,2004,0,Public health services
Romania,2004,0.1,Public health services
Sweden,2004,0.1,Public health services
Slovenia,2004,0.2,Public health services
Slovakia,2004,0,Public health services
United Kingdom,2004,0,Public health services
Austria,2004,0.4,R&D Health
Belgium,2004,0,R&D Health
Bulgaria,2004,NA,R&D Health
Switzerland,2004,0,R&D Health
Cyprus,2004,0,R&D Health
Czechia,2004,0,R&D Health
Germany (until 1990 former territory of the FRG),2004,0.1,R&D Health
Denmark,2004,0.2,R&D Health
Euro area (11 countries),2004,0.1,R&D Health
Euro area (12 countries),2004,0.1,R&D Health
Euro area (13 countries),2004,0.1,R&D Health
Euro area (15 countries),2004,0.1,R&D Health
Euro area (16 countries),2004,0.1,R&D Health
Euro area (17 countries),2004,0.1,R&D Health
Euro area (18 countries),2004,0.1,R&D Health
Euro area (19 countries),2004,0.1,R&D Health
Estonia,2004,0.1,R&D Health
Greece,2004,0,R&D Health
Spain,2004,0.1,R&D Health
European Union - 15 countries (1995-2004),2004,0.1,R&D Health
European Union - 25 countries (2004-2006),2004,0.1,R&D Health
European Union - 27 countries (2007-2013),2004,0.1,R&D Health
European Union - 28 countries,2004,0.1,R&D Health
Finland,2004,0.2,R&D Health
France,2004,0.1,R&D Health
Croatia,2004,0.2,R&D Health
Hungary,2004,0,R&D Health
Ireland,2004,0,R&D Health
Italy,2004,0.1,R&D Health
Lithuania,2004,0,R&D Health
Luxembourg,2004,0.1,R&D Health
Latvia,2004,0,R&D Health
Malta,2004,0,R&D Health
Netherlands,2004,0.2,R&D Health
Norway,2004,0.3,R&D Health
Poland,2004,0,R&D Health
Portugal,2004,0.1,R&D Health
Romania,2004,0,R&D Health
Sweden,2004,0.1,R&D Health
Slovenia,2004,0.1,R&D Health
Slovakia,2004,0,R&D Health
United Kingdom,2004,0.1,R&D Health
Austria,2003,7.4,Health
Belgium,2003,6.7,Health
Bulgaria,2003,5.5,Health
Switzerland,2003,1.9,Health
Cyprus,2003,3.1,Health
Czechia,2003,7.4,Health
Germany (until 1990 former territory of the FRG),2003,6.8,Health
Denmark,2003,7.1,Health
Euro area (11 countries),2003,6.6,Health
Euro area (12 countries),2003,6.6,Health
Euro area (13 countries),2003,6.6,Health
Euro area (15 countries),2003,6.6,Health
Euro area (16 countries),2003,6.6,Health
Euro area (17 countries),2003,6.5,Health
Euro area (18 countries),2003,6.5,Health
Euro area (19 countries),2003,6.5,Health
Estonia,2003,4.1,Health
Greece,2003,6,Health
Spain,2003,5.2,Health
European Union - 15 countries (1995-2004),2003,6.4,Health
European Union - 25 countries (2004-2006),2003,6.4,Health
European Union - 27 countries (2007-2013),2003,6.4,Health
European Union - 28 countries,2003,6.4,Health
Finland,2003,6.4,Health
France,2003,7.5,Health
Croatia,2003,6.5,Health
Hungary,2003,5.8,Health
Ireland,2003,6.1,Health
Italy,2003,6.3,Health
Lithuania,2003,5,Health
Luxembourg,2003,4.5,Health
Latvia,2003,3.2,Health
Malta,2003,5.5,Health
Netherlands,2003,5.4,Health
Norway,2003,8.1,Health
Poland,2003,4.3,Health
Portugal,2003,7,Health
Romania,2003,3.4,Health
Sweden,2003,6.7,Health
Slovenia,2003,6.4,Health
Slovakia,2003,5.4,Health
United Kingdom,2003,5.8,Health
Austria,2003,0.2,Public health services
Belgium,2003,0.1,Public health services
Bulgaria,2003,0.1,Public health services
Switzerland,2003,0.1,Public health services
Cyprus,2003,0,Public health services
Czechia,2003,1.3,Public health services
Germany (until 1990 former territory of the FRG),2003,0,Public health services
Denmark,2003,0.1,Public health services
Euro area (11 countries),2003,0.1,Public health services
Euro area (12 countries),2003,0.1,Public health services
Euro area (13 countries),2003,0.1,Public health services
Euro area (15 countries),2003,0.1,Public health services
Euro area (16 countries),2003,0.1,Public health services
Euro area (17 countries),2003,0.1,Public health services
Euro area (18 countries),2003,0.1,Public health services
Euro area (19 countries),2003,0.1,Public health services
Estonia,2003,0.1,Public health services
Greece,2003,0,Public health services
Spain,2003,0.1,Public health services
European Union - 15 countries (1995-2004),2003,0.1,Public health services
European Union - 25 countries (2004-2006),2003,0.1,Public health services
Finland,2003,0,Public health services
France,2003,0.1,Public health services
Croatia,2003,0.1,Public health services
Hungary,2003,0.3,Public health services
Ireland,2003,0.4,Public health services
Italy,2003,0.2,Public health services
Lithuania,2003,0,Public health services
Luxembourg,2003,0,Public health services
Latvia,2003,0.1,Public health services
Malta,2003,0.1,Public health services
Netherlands,2003,0.2,Public health services
Norway,2003,0.2,Public health services
Poland,2003,0.1,Public health services
Portugal,2003,0,Public health services
Sweden,2003,0.1,Public health services
Slovenia,2003,0.2,Public health services
Slovakia,2003,0,Public health services
United Kingdom,2003,0,Public health services
Austria,2003,0.3,R&D Health
Belgium,2003,0,R&D Health
Bulgaria,2003,NA,R&D Health
Switzerland,2003,0,R&D Health
Cyprus,2003,0,R&D Health
Czechia,2003,0,R&D Health
Germany (until 1990 former territory of the FRG),2003,0.1,R&D Health
Denmark,2003,0.2,R&D Health
Euro area (11 countries),2003,0.1,R&D Health
Euro area (12 countries),2003,0.1,R&D Health
Euro area (13 countries),2003,0.1,R&D Health
Euro area (15 countries),2003,0.1,R&D Health
Euro area (16 countries),2003,0.1,R&D Health
Euro area (17 countries),2003,0.1,R&D Health
Euro area (18 countries),2003,0.1,R&D Health
Euro area (19 countries),2003,0.1,R&D Health
Estonia,2003,0.1,R&D Health
Greece,2003,0,R&D Health
Spain,2003,0.1,R&D Health
European Union - 15 countries (1995-2004),2003,0.1,R&D Health
European Union - 25 countries (2004-2006),2003,0.1,R&D Health
Finland,2003,0.2,R&D Health
France,2003,0.1,R&D Health
Croatia,2003,0.4,R&D Health
Hungary,2003,0,R&D Health
Ireland,2003,0,R&D Health
Italy,2003,0.1,R&D Health
Lithuania,2003,0,R&D Health
Luxembourg,2003,0.1,R&D Health
Latvia,2003,0,R&D Health
Malta,2003,0,R&D Health
Netherlands,2003,0.3,R&D Health
Norway,2003,0.2,R&D Health
Poland,2003,0,R&D Health
Portugal,2003,0.1,R&D Health
Sweden,2003,0.1,R&D Health
Slovenia,2003,0.1,R&D Health
Slovakia,2003,0,R&D Health
United Kingdom,2003,0.1,R&D Health
Austria,2002,7.3,Health
Belgium,2002,6.2,Health
Bulgaria,2002,4.9,Health
Switzerland,2002,1.8,Health
Cyprus,2002,2.9,Health
Czechia,2002,7.3,Health
Germany (until 1990 former territory of the FRG),2002,6.7,Health
Denmark,2002,7.1,Health
Euro area (11 countries),2002,6.4,Health
Euro area (12 countries),2002,6.4,Health
Euro area (13 countries),2002,6.4,Health
Euro area (15 countries),2002,6.4,Health
Euro area (16 countries),2002,6.4,Health
Euro area (17 countries),2002,6.4,Health
Euro area (18 countries),2002,6.4,Health
Euro area (19 countries),2002,6.4,Health
Estonia,2002,4.2,Health
Greece,2002,6,Health
Spain,2002,5.1,Health
European Union - 15 countries (1995-2004),2002,6.3,Health
European Union - 25 countries (2004-2006),2002,6.2,Health
European Union - 27 countries (2007-2013),2002,6.2,Health
European Union - 28 countries,2002,6.2,Health
Finland,2002,6.2,Health
France,2002,7.3,Health
Croatia,2002,6.1,Health
Hungary,2002,5.6,Health
Ireland,2002,5.8,Health
Italy,2002,6.3,Health
Lithuania,2002,5.1,Health
Luxembourg,2002,4.2,Health
Latvia,2002,3.6,Health
Malta,2002,5.4,Health
Netherlands,2002,5.2,Health
Norway,2002,7.8,Health
Poland,2002,4.4,Health
Portugal,2002,6.5,Health
Romania,2002,4.1,Health
Sweden,2002,6.5,Health
Slovenia,2002,6.4,Health
Slovakia,2002,5.7,Health
United Kingdom,2002,5.6,Health
Austria,2002,0.1,Public health services
Belgium,2002,0.1,Public health services
Bulgaria,2002,0.1,Public health services
Switzerland,2002,0.1,Public health services
Cyprus,2002,0,Public health services
Czechia,2002,1.3,Public health services
Germany (until 1990 former territory of the FRG),2002,0,Public health services
Denmark,2002,0.1,Public health services
Euro area (11 countries),2002,0.1,Public health services
Euro area (12 countries),2002,0.1,Public health services
Euro area (13 countries),2002,0.1,Public health services
Euro area (15 countries),2002,0.1,Public health services
Euro area (16 countries),2002,0.1,Public health services
Euro area (17 countries),2002,0.1,Public health services
Euro area (18 countries),2002,0.1,Public health services
Euro area (19 countries),2002,0.1,Public health services
Estonia,2002,0.1,Public health services
Greece,2002,0,Public health services
Spain,2002,0.1,Public health services
European Union - 15 countries (1995-2004),2002,0.1,Public health services
European Union - 25 countries (2004-2006),2002,0.1,Public health services
Finland,2002,0,Public health services
France,2002,0.1,Public health services
Croatia,2002,0.1,Public health services
Hungary,2002,0.2,Public health services
Ireland,2002,0.4,Public health services
Italy,2002,0.2,Public health services
Lithuania,2002,0,Public health services
Luxembourg,2002,0,Public health services
Latvia,2002,0.1,Public health services
Malta,2002,0.1,Public health services
Netherlands,2002,0.2,Public health services
Norway,2002,0.2,Public health services
Poland,2002,0.1,Public health services
Portugal,2002,0,Public health services
Sweden,2002,0.2,Public health services
Slovenia,2002,0.2,Public health services
Slovakia,2002,0.1,Public health services
United Kingdom,2002,0,Public health services
Austria,2002,0.3,R&D Health
Belgium,2002,0,R&D Health
Bulgaria,2002,NA,R&D Health
Switzerland,2002,0,R&D Health
Cyprus,2002,0,R&D Health
Czechia,2002,0,R&D Health
Germany (until 1990 former territory of the FRG),2002,0.1,R&D Health
Denmark,2002,0.2,R&D Health
Euro area (11 countries),2002,0.1,R&D Health
Euro area (12 countries),2002,0.1,R&D Health
Euro area (13 countries),2002,0.1,R&D Health
Euro area (15 countries),2002,0.1,R&D Health
Euro area (16 countries),2002,0.1,R&D Health
Euro area (17 countries),2002,0.1,R&D Health
Euro area (18 countries),2002,0.1,R&D Health
Euro area (19 countries),2002,0.1,R&D Health
Estonia,2002,0,R&D Health
Greece,2002,0,R&D Health
Spain,2002,0.1,R&D Health
European Union - 15 countries (1995-2004),2002,0.1,R&D Health
European Union - 25 countries (2004-2006),2002,0.1,R&D Health
Finland,2002,0.2,R&D Health
France,2002,0.1,R&D Health
Croatia,2002,0.3,R&D Health
Hungary,2002,0,R&D Health
Ireland,2002,0,R&D Health
Italy,2002,0.1,R&D Health
Lithuania,2002,0,R&D Health
Luxembourg,2002,0,R&D Health
Latvia,2002,0,R&D Health
Malta,2002,0,R&D Health
Netherlands,2002,0.3,R&D Health
Norway,2002,0.2,R&D Health
Poland,2002,0,R&D Health
Portugal,2002,0.1,R&D Health
Sweden,2002,0.1,R&D Health
Slovenia,2002,0,R&D Health
Slovakia,2002,0,R&D Health
United Kingdom,2002,0.1,R&D Health
Austria,2001,7,Health
Belgium,2001,6.3,Health
Bulgaria,2001,4,Health
Switzerland,2001,1.7,Health
Cyprus,2001,2.6,Health
Czechia,2001,7.1,Health
Germany (until 1990 former territory of the FRG),2001,6.5,Health
Denmark,2001,6.9,Health
Euro area (11 countries),2001,6.3,Health
Euro area (12 countries),2001,6.3,Health
Euro area (13 countries),2001,6.3,Health
Euro area (15 countries),2001,6.3,Health
Euro area (16 countries),2001,6.3,Health
Euro area (17 countries),2001,6.3,Health
Euro area (18 countries),2001,6.3,Health
Euro area (19 countries),2001,6.2,Health
Estonia,2001,4.1,Health
Greece,2001,6.3,Health
Spain,2001,5.1,Health
European Union - 15 countries (1995-2004),2001,6.1,Health
European Union - 25 countries (2004-2006),2001,6.1,Health
European Union - 27 countries (2007-2013),2001,6,Health
European Union - 28 countries,2001,6,Health
Finland,2001,5.9,Health
France,2001,7,Health
Croatia,2001,6.5,Health
Hungary,2001,4.9,Health
Ireland,2001,5.2,Health
Italy,2001,6.2,Health
Lithuania,2001,5.5,Health
Luxembourg,2001,4.4,Health
Latvia,2001,3.2,Health
Malta,2001,4.8,Health
Netherlands,2001,4.8,Health
Norway,2001,7.1,Health
Poland,2001,4.3,Health
Portugal,2001,6.4,Health
Romania,2001,4.1,Health
Sweden,2001,6.2,Health
Slovenia,2001,6.5,Health
Slovakia,2001,5.5,Health
United Kingdom,2001,5.3,Health
Austria,2001,0.1,Public health services
Belgium,2001,0.1,Public health services
Bulgaria,2001,0.2,Public health services
Switzerland,2001,0.1,Public health services
Cyprus,2001,0,Public health services
Czechia,2001,1.3,Public health services
Germany (until 1990 former territory of the FRG),2001,0,Public health services
Denmark,2001,0.1,Public health services
Euro area (11 countries),2001,0.1,Public health services
Euro area (12 countries),2001,0.1,Public health services
Euro area (13 countries),2001,0.1,Public health services
Euro area (15 countries),2001,0.1,Public health services
Euro area (16 countries),2001,0.1,Public health services
Euro area (17 countries),2001,0.1,Public health services
Euro area (18 countries),2001,0.1,Public health services
Euro area (19 countries),2001,0.1,Public health services
Estonia,2001,0.1,Public health services
Greece,2001,0,Public health services
Spain,2001,0.1,Public health services
European Union - 15 countries (1995-2004),2001,0.1,Public health services
European Union - 25 countries (2004-2006),2001,0.1,Public health services
Finland,2001,0,Public health services
France,2001,0.1,Public health services
Croatia,2001,0.1,Public health services
Hungary,2001,0.3,Public health services
Ireland,2001,0.3,Public health services
Italy,2001,0.2,Public health services
Lithuania,2001,0,Public health services
Luxembourg,2001,0.1,Public health services
Latvia,2001,0.1,Public health services
Malta,2001,0.1,Public health services
Netherlands,2001,0.2,Public health services
Norway,2001,0.2,Public health services
Poland,2001,0.1,Public health services
Portugal,2001,0,Public health services
Sweden,2001,0.2,Public health services
Slovenia,2001,0.2,Public health services
Slovakia,2001,0.1,Public health services
United Kingdom,2001,0,Public health services
Austria,2001,0.3,R&D Health
Belgium,2001,0,R&D Health
Bulgaria,2001,NA,R&D Health
Switzerland,2001,0,R&D Health
Cyprus,2001,0,R&D Health
Czechia,2001,0,R&D Health
Germany (until 1990 former territory of the FRG),2001,0.1,R&D Health
Denmark,2001,0.3,R&D Health
Euro area (11 countries),2001,0.1,R&D Health
Euro area (12 countries),2001,0.1,R&D Health
Euro area (13 countries),2001,0.1,R&D Health
Euro area (15 countries),2001,0.1,R&D Health
Euro area (16 countries),2001,0.1,R&D Health
Euro area (17 countries),2001,0.1,R&D Health
Euro area (18 countries),2001,0.1,R&D Health
Euro area (19 countries),2001,0.1,R&D Health
Estonia,2001,0,R&D Health
Greece,2001,0,R&D Health
Spain,2001,0.1,R&D Health
European Union - 15 countries (1995-2004),2001,0.1,R&D Health
European Union - 25 countries (2004-2006),2001,0.1,R&D Health
Finland,2001,0.2,R&D Health
France,2001,0.1,R&D Health
Croatia,2001,0.7,R&D Health
Hungary,2001,0,R&D Health
Ireland,2001,0,R&D Health
Italy,2001,0.1,R&D Health
Lithuania,2001,0,R&D Health
Luxembourg,2001,0,R&D Health
Latvia,2001,0,R&D Health
Malta,2001,0,R&D Health
Netherlands,2001,0.2,R&D Health
Norway,2001,0.2,R&D Health
Poland,2001,0,R&D Health
Portugal,2001,0.1,R&D Health
Sweden,2001,0.1,R&D Health
Slovenia,2001,0,R&D Health
Slovakia,2001,0,R&D Health
United Kingdom,2001,0.1,R&D Health
Austria,2000,7.1,Health
Belgium,2000,6,Health
Bulgaria,2000,3.9,Health
Switzerland,2000,1.5,Health
Cyprus,2000,2.5,Health
Czechia,2000,6.8,Health
Germany (until 1990 former territory of the FRG),2000,6.4,Health
Denmark,2000,6.7,Health
Euro area (11 countries),2000,6.2,Health
Euro area (12 countries),2000,6.2,Health
Euro area (13 countries),2000,6.2,Health
Euro area (15 countries),2000,6.1,Health
Euro area (16 countries),2000,6.1,Health
Euro area (17 countries),2000,6.1,Health
Euro area (18 countries),2000,6.1,Health
Euro area (19 countries),2000,6.1,Health
Estonia,2000,4.3,Health
Greece,2000,5.6,Health
Spain,2000,5.2,Health
European Union - 15 countries (1995-2004),2000,5.9,Health
European Union - 25 countries (2004-2006),2000,5.9,Health
European Union - 27 countries (2007-2013),2000,5.9,Health
Finland,2000,5.7,Health
France,2000,7,Health
Hungary,2000,5.2,Health
Ireland,2000,4.8,Health
Italy,2000,5.9,Health
Lithuania,2000,4.9,Health
Luxembourg,2000,3.7,Health
Latvia,2000,3.9,Health
Malta,2000,4.7,Health
Netherlands,2000,4.6,Health
Norway,2000,6.9,Health
Poland,2000,3.9,Health
Portugal,2000,6.2,Health
Romania,2000,4.2,Health
Sweden,2000,5.9,Health
Slovenia,2000,6.3,Health
Slovakia,2000,5.3,Health
United Kingdom,2000,5.1,Health
Austria,2000,0.1,Public health services
Bulgaria,2000,0.4,Public health services
Switzerland,2000,0.1,Public health services
Cyprus,2000,0,Public health services
Czechia,2000,1.3,Public health services
Germany (until 1990 former territory of the FRG),2000,0,Public health services
Denmark,2000,0.1,Public health services
Estonia,2000,0,Public health services
Spain,2000,0.1,Public health services
Finland,2000,NA,Public health services
France,2000,0.1,Public health services
Hungary,2000,0.3,Public health services
Ireland,2000,0.3,Public health services
Lithuania,2000,0,Public health services
Luxembourg,2000,0,Public health services
Netherlands,2000,0.2,Public health services
Norway,2000,0.2,Public health services
Portugal,2000,0,Public health services
Slovenia,2000,0.2,Public health services
United Kingdom,2000,0,Public health services
Austria,2000,0.3,R&D Health
Bulgaria,2000,NA,R&D Health
Switzerland,2000,0,R&D Health
Cyprus,2000,0,R&D Health
Czechia,2000,0,R&D Health
Germany (until 1990 former territory of the FRG),2000,0.1,R&D Health
Denmark,2000,0.3,R&D Health
Estonia,2000,0,R&D Health
Spain,2000,0.1,R&D Health
Finland,2000,NA,R&D Health
France,2000,0.1,R&D Health
Hungary,2000,0,R&D Health
Ireland,2000,0,R&D Health
Lithuania,2000,0,R&D Health
Luxembourg,2000,0,R&D Health
Netherlands,2000,0.2,R&D Health
Norway,2000,0.2,R&D Health
Portugal,2000,0.1,R&D Health
Slovenia,2000,0,R&D Health
United Kingdom,2000,0.1,R&D Health
Austria,1999,7.3,Health
Belgium,1999,6,Health
Bulgaria,1999,5.1,Health
Switzerland,1999,1.5,Health
Cyprus,1999,2.6,Health
Czechia,1999,6.7,Health
Germany (until 1990 former territory of the FRG),1999,6.1,Health
Denmark,1999,6.9,Health
Euro area (11 countries),1999,6,Health
Euro area (12 countries),1999,6,Health
Euro area (13 countries),1999,6,Health
Euro area (15 countries),1999,6,Health
Euro area (16 countries),1999,6,Health
Euro area (17 countries),1999,6,Health
Euro area (18 countries),1999,6,Health
Euro area (19 countries),1999,6,Health
Estonia,1999,4.9,Health
Greece,1999,5.6,Health
Spain,1999,5.1,Health
European Union - 15 countries (1995-2004),1999,5.8,Health
European Union - 25 countries (2004-2006),1999,5.8,Health
European Union - 27 countries (2007-2013),1999,5.8,Health
Finland,1999,5.8,Health
France,1999,6.9,Health
Hungary,1999,5.1,Health
Ireland,1999,5,Health
Italy,1999,5.6,Health
Lithuania,1999,5.9,Health
Luxembourg,1999,4,Health
Latvia,1999,3.8,Health
Malta,1999,4.4,Health
Netherlands,1999,4.5,Health
Norway,1999,7.6,Health
Poland,1999,3.8,Health
Portugal,1999,6,Health
Romania,1999,3.8,Health
Sweden,1999,6,Health
Slovenia,1999,6.4,Health
Slovakia,1999,5.3,Health
United Kingdom,1999,5,Health
Austria,1999,0.1,Public health services
Bulgaria,1999,0.3,Public health services
Switzerland,1999,0.1,Public health services
Cyprus,1999,0,Public health services
Czechia,1999,1.3,Public health services
Denmark,1999,0.1,Public health services
Estonia,1999,0,Public health services
Spain,1999,0.1,Public health services
Finland,1999,NA,Public health services
France,1999,0.1,Public health services
Hungary,1999,0.2,Public health services
Ireland,1999,0.2,Public health services
Luxembourg,1999,0,Public health services
Netherlands,1999,0.1,Public health services
Norway,1999,0.2,Public health services
Portugal,1999,0,Public health services
Slovenia,1999,0.2,Public health services
United Kingdom,1999,0,Public health services
Austria,1999,0.3,R&D Health
Bulgaria,1999,NA,R&D Health
Switzerland,1999,0,R&D Health
Cyprus,1999,0,R&D Health
Czechia,1999,0,R&D Health
Denmark,1999,0.3,R&D Health
Estonia,1999,0.1,R&D Health
Spain,1999,0.1,R&D Health
Finland,1999,NA,R&D Health
France,1999,0.1,R&D Health
Hungary,1999,0,R&D Health
Ireland,1999,0,R&D Health
Luxembourg,1999,0,R&D Health
