iso3,country,employment_in_industry,year,indicator,indicator.label,note_source.label
ITA,Italy,30.84,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,30.68,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,30.05,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,30.13,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,29.8,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,29.24,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,28.61,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,28.29,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,27.58,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,27.05,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,26.9,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,26.6,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,26.12,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,26,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,26.1,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,16.34,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,16.28,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,16.96,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,17.41,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,18.01,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,18.44,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,18.92,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,18.92,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,18.64,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,18.72,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,18.96,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,19.38,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,19.82,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,19.68,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KAZ,Kazakhstan,20.56,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,20.98,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KAZ,Kazakhstan,19.85,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
KGZ,Kyrgyzstan,16.72,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,14.57,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,13.53,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,13.05,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,11.55,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,10.48,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,10.35,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,11.99,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,15.02,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,17.58,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,17.58,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,19.4,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,20.28,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,20.65,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,21.71,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,20.21,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,20.43,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,20.9,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,22.09,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
KGZ,Kyrgyzstan,23.14,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
LTU,Lithuania,28.52,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old
LTU,Lithuania,29.07,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,27.07,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,26.78,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,26.64,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,27.37,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,27.24,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,28.2,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,29.06,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,29.57,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,30.55,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,30.52,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,26.85,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,24.56,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,24.56,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.08,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.53,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,24.72,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.07,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.14,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.13,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,25.77,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,25.11,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,22.9,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,23.29,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,21.52,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,21.9,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,20.75,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,21.36,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,20.06,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,19.23,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,18.8,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,17.27,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,16.68,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,16.91,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,15.26,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,12.6,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,12.66,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,12.95,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,12.4,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,11.71,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,10.75,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,11.43,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,10.72,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,8.96,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,10.68,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,27.22,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,25.75,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,27.05,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,25.76,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,26.76,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,26.25,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,25.53,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,27.07,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,26.94,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,26.48,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,27.35,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,28.6,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,29.39,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,24.34,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.07,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,22.9,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.47,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.9,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.84,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.64,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,24.1,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.29,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,23.61,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MDA,"Moldova, Republic of",15.06,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",14.76,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",14.62,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",13.65,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",13.89,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",13.9,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",14.44,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",16.05,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",16.25,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",16,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",18.19,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",18.75,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",19.67,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MDA,"Moldova, Republic of",19.28,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded"
MDA,"Moldova, Republic of",18.65,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",18.75,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",19.28,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",17.69,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",17.9,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",17.85,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",17.14,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",16.65,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",16.51,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MKD,North Macedonia,33.3,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: April
MKD,North Macedonia,33.91,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: April
MKD,North Macedonia,32.62,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,31.33,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,29.87,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30.38,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30.36,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30.5,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30.31,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,30.55,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,31.36,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,32.71,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,30.93,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,31.53,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,29.88,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,29.45,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,29.85,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,28.34,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,26.32,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,25.56,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,25.02,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,25.52,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,24.52,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,22.17,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,21.57,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,20.72,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,20.01,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,19.86,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,19.81,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,18.62,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,22.31,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: October
MNE,Montenegro,19.23,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: October | Age coverage - maximum age: 64 years old
MNE,Montenegro,17.54,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Data reference period: October
MNE,Montenegro,20.03,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),NA
MNE,Montenegro,19.55,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.92,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.77,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.56,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.46,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.46,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,17.08,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,18.9,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,22.64,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,21.83,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,21.54,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,21.68,1998,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,21.17,1999,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,20.21,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,20.38,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,19.01,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,19.23,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,19.12,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,20.02,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,19.7,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,19,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,18.02,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,17.02,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,16,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,15.32,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,15.48,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,15.14,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,14.96,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,15.16,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,15.14,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,14.9,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,14.61,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.97,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
POL,Poland,31.67,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Population coverage: Excluding armed forces and/or conscripts
POL,Poland,31.06,2000,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.73,2001,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,28.54,2002,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,28.55,2003,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,29.04,2004,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,29.24,2005,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,29.97,2006,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.72,2007,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.87,2008,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.1,2009,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.28,2010,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.66,2011,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.4,2012,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.52,2013,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.49,2014,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,30.44,2015,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.33,2016,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.54,2017,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
POL,Poland,31.66,2018,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,32.18,1995,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,31.27,1996,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,31.02,1997,EMP_TIND_NOC_RT,Share of industry in total employment (%),Repository: Eurostat special tabulation
