iso3,country,employment_in_agriculture,year,indicator,indicator.label,note_source.label
IRL,Ireland,5.91,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.67,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.42,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.27,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.57,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.73,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.71,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.78,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.77,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.43,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.32,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.27,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,5.03,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
IRL,Ireland,4.75,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.58,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,6.13,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,5.88,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,5.77,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,5.42,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,5.23,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,5.21,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,4.93,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,4.72,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,4.14,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,4.2,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,4.27,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.97,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.7,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.69,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.77,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.68,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.69,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.6,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.64,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.75,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.88,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.78,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,3.76,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,35.52,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,35.48,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,35.25,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,33.5,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,32.41,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,31.54,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,31.22,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,30.16,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,29.02,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,28.28,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,26.45,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,25.54,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,24.19,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,22.11,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KAZ,Kazakhstan,18.01,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,16.25,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KAZ,Kazakhstan,15.36,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
KGZ,Kyrgyzstan,47.19,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,47.15,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,48.28,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,49,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,52.39,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,53.07,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,52.92,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,49.09,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,43.24,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,38.9,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,38.5,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,36.27,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,34.49,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,34.02,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,30.09,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,31.67,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,31.59,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,29.31,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,26.79,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
KGZ,Kyrgyzstan,23.03,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
LTU,Lithuania,20.66,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old
LTU,Lithuania,19.56,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,19.99,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,19.24,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,17.57,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,18.64,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,18.71,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,16.28,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,14.27,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,13.83,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,11.33,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.06,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.98,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.83,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.49,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.8,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,8.42,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,9.17,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,9.07,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,7.98,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,7.78,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,7.18,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,3.85,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.64,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.34,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.91,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.94,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.44,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.52,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.97,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,2.71,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.96,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.73,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.83,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.84,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.66,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.32,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.05,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.19,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.3,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.54,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.4,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,0.95,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,0.91,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,1.16,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,0.96,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,17.26,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,21.52,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,19.03,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,17.49,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,14.93,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,15.46,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,16.23,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,14.24,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,13.3,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,12.05,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,11.45,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,10.17,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,7.95,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,8.75,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,8.61,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,8.89,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,8.37,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,8.05,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,7.5,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,7.94,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,7.69,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,6.86,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,6.96,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MDA,"Moldova, Republic of",42.83,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",41.56,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",45.68,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",48.92,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",50.86,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",51.02,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",49.64,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",42.99,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",40.49,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",40.61,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",33.6,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",32.76,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",31.06,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MDA,"Moldova, Republic of",28.17,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded"
MDA,"Moldova, Republic of",27.52,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",27.53,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",26.45,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",28.81,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",30.48,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",34.15,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",33.7,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",32.34,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",36.1,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MKD,North Macedonia,23.92,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: April
MKD,North Macedonia,22.04,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: April
MKD,North Macedonia,16.84,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MKD,North Macedonia,19.5,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MKD,North Macedonia,20.12,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,18.25,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,18.74,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,17.31,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,18.74,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,18.46,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,17.87,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,16.63,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,16.24,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,15.72,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.04,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.34,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.34,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.46,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.26,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.1,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,2.03,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.82,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.79,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.46,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.34,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.17,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.04,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.26,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.29,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.47,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.17,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,1.03,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,8.92,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: October
MNE,Montenegro,8.63,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: October | Age coverage - maximum age: 64 years old
MNE,Montenegro,8.65,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Data reference period: October
MNE,Montenegro,5.52,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
MNE,Montenegro,5.47,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,5.28,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,4.56,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,5.68,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,7.72,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,7.74,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,7.94,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,8.02,2018,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.71,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.56,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.49,1997,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.32,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.04,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.08,2000,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.95,2001,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.66,2002,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,2.94,2003,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.15,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.52,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,3.48,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),Repository: Eurostat special tabulation
