iso3,country,employment_in_services,year,indicator,indicator.label,note_source.label
ITA,Italy,65.03,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,65.12,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,65.68,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,65.9,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,66.5,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,67.07,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,67.62,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,68.03,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,68.72,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,69.35,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,69.45,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,69.65,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,69.99,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,70.21,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
ITA,Italy,70.14,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
KAZ,Kazakhstan,48.14,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,48.24,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,47.79,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,49.09,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,49.59,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,50.02,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,49.85,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,50.92,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
KAZ,Kazakhstan,52.34,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,53,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,54.58,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,55.08,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,55.98,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,58.21,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KAZ,Kazakhstan,61.43,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding both institutional population and armed forces and/or conscripts
KAZ,Kazakhstan,62.77,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KAZ,Kazakhstan,64.78,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts
KGZ,Kyrgyzstan,36.09,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,38.28,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,38.19,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,37.95,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,36.06,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,36.45,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,36.73,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,38.91,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,41.74,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,43.51,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,43.92,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,44.33,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,45.25,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,45.34,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: November
KGZ,Kyrgyzstan,48.2,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,48.12,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,47.98,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,49.79,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,51.12,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
KGZ,Kyrgyzstan,53.83,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
LTU,Lithuania,50.82,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old
LTU,Lithuania,51.37,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,52.94,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,53.98,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,55.79,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,53.99,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,54.05,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,55.51,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,56.67,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,56.6,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,58.13,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,61.42,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,64.17,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.61,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.96,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.12,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.05,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.11,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,65.86,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,66.89,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,67.08,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LTU,Lithuania,67.05,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,70.46,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,74.29,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,74.22,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,75.17,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,75.76,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,76.62,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,76.81,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,77.83,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,77.78,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,78.98,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,80.86,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,81.4,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,81.2,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,82.96,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,83.67,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,81.15,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,82.79,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,84.13,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,83.98,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,85.7,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,78.89,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,77.36,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,73.17,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LUX,Luxembourg,79.21,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,55.41,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,52.43,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
LVA,Latvia,53.92,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,56.75,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,58.32,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,58.23,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,58.24,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,58.68,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,59.76,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,61.47,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,61.12,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,61.11,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,62.62,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,66.89,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.29,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.18,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.12,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,67.95,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.62,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.39,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,68.15,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,69.79,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
LVA,Latvia,69.23,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MDA,"Moldova, Republic of",42.11,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",43.68,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",39.71,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",37.47,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",35.24,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",35.06,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",35.91,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",40.94,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",43.26,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",43.3,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",48.21,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",48.49,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",49.26,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MDA,"Moldova, Republic of",52.55,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 76 years or older, but bounded"
MDA,"Moldova, Republic of",53.83,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",53.73,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",54.27,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",53.5,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",51.63,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",48,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",49.16,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",51.02,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MDA,"Moldova, Republic of",47.39,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: ILO-STATISTICS - Micro data processing
MKD,North Macedonia,42.78,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: April
MKD,North Macedonia,44.05,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: April
MKD,North Macedonia,47.24,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,50.42,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,51.25,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,52.82,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,50.88,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,51.18,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,51.64,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,53.06,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,53.2,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MKD,North Macedonia,52.92,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,65.14,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,66.73,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,66.13,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,67.66,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,68.3,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,68.06,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,69.63,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,71.86,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,72.65,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,73.52,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,73.15,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,74.31,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,76.79,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,77.16,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,77.99,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,78.52,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,78.97,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,79.19,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MLT,Malta,80.35,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,64.19,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: October
MNE,Montenegro,72.14,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: October | Age coverage - maximum age: 64 years old
MNE,Montenegro,73.77,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Data reference period: October
MNE,Montenegro,74.43,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),NA
MNE,Montenegro,74.98,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,76.8,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,77.67,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,76.76,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,74.82,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,74.79,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,74.98,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
MNE,Montenegro,73.08,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,70.6,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,68.86,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,69.12,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,70.27,1998,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,70.59,1999,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,70.4,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,71.16,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,68.95,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,74.39,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,72.93,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,71.6,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,72.34,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,73.85,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,73.24,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,72.03,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,71.63,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,71.43,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,72.02,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,74.6,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,75.12,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,74.94,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,74.64,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,73.24,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
NLD,Netherlands,73.83,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,45.33,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
POL,Poland,46.24,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Population coverage: Excluding armed forces and/or conscripts
POL,Poland,50.27,2000,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,50.07,2001,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,51.83,2002,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,53.25,2003,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,53.35,2004,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,53.35,2005,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,54.21,2006,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,54.52,2007,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,54.11,2008,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,55.58,2009,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,56.6,2010,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,56.4,2011,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,56.98,2012,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,57.43,2013,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,57.87,2014,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,57.75,2015,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,57.75,2016,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,57.89,2017,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
POL,Poland,58.28,2018,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,56.34,1995,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,56.52,1996,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
PRT,Portugal,55.69,1997,EMP_TSRV_NOC_RT,Share of services in total employment (%),Repository: Eurostat special tabulation
